,qid,docno,rank,score,id,text
382,37_3,CAR_1591d66f6a4029a0636e633e71215284b34a7f62,3,0.5117831826210022,CAR_1591d66f6a4029a0636e633e71215284b34a7f62, 2007 Philip Zimbardo Stanford Professor known for the Stanford Prison Experiment
383,37_3,CAR_4cbd48dc8328602df3b555f4d399db5f98fceaaa,4,0.5065125823020935,CAR_4cbd48dc8328602df3b555f4d399db5f98fceaaa, Philip George Zimbardo born March 23 1933 is a psychologist and a professor emeritus at Stanford University He became known for his 1971 Stanford prison experiment and has since authored various introductory psychology books textbooks for college students and other notable works including The Lucifer Effect The Time Paradox and The Time Cure He is also the founder and president of the Heroic Imagination Project
384,37_3,MARCO_5302985,5,0.5062962770462036,MARCO_5302985,The Stanford Prison Experiment was conducted by Professor Philip Zimbardo at Stanford University in 1971 and was designed to explore the psychological impact of the prison environment on prisoners and prison guards
385,37_3,MARCO_4975328,6,0.5040825605392456,MARCO_4975328,He became known for his 1971 Stanford prison experiment and has since authored various introductory psychology books textbooks for college students and other notable works including The Lucifer Effect The Time Paradox and The Time Cure He is also the founder and president of the Heroic Imagination Project
386,37_3,MARCO_4768629,7,0.5029463171958923,MARCO_4768629,Reviewing Zimbardoas Experiment  aThe Stanford Prison Experimenta by Philip G Zimbardo was written to explain the results of the Stanford prison experiment Zimbardo while trying to gain support for his conclusions of the experiment demonstrated many errors in his writing and in his own experiment
387,37_3,MARCO_7288732,8,0.4923437237739563,MARCO_7288732,The Stanford prison experiment was an attempt to investigate the psychological effects of perceived power focusing on the struggle between prisoners and prison officers It was conducted at Stanford University between August 14a20 1971 by a research group led by psychology professor Philip Zimbardo using 
388,37_3,CAR_b447cd60b84346cb17085926622e44a13300b11b,9,0.4881047010421753,CAR_b447cd60b84346cb17085926622e44a13300b11b, Commenting on Stanfords analysis one computer scientist wrote
389,37_3,CAR_517606f23b42ed9f5f244803e3738f2f6b0d6be5,10,0.4872221350669861,CAR_517606f23b42ed9f5f244803e3738f2f6b0d6be5, The Stanford prison experiment was a study of the psychological effects of becoming a prisoner or prison guard The experiment was conducted at Stanford University on August 1420 1971 by a team of researchers led by psychology professor Philip Zimbardo using college students It was funded by the US Office of Naval Research and was of interest to both the US Navy and Marine Corps as an investigation into the causes of conflict between military guards and prisoners The experiment is a classic study on the psychology of imprisonment and is a topic covered in most introductory psychology textbooks
390,37_4,MARCO_5302981,1,0.6925350427627563,MARCO_5302981,Right from the start of the Stanford Prison Experiment there were ethical issues at stake The participants were not given all the facts about what exactly they were signing and consent forms were not properly completed
391,37_4,CAR_02e51f2b032a7a4f14013e9ab5c6171c83b7c165,2,0.6259938478469849,CAR_02e51f2b032a7a4f14013e9ab5c6171c83b7c165, Currently there are ethical guidelines to be followed The Stanford Prison Experiment led to the implementation of rules to preclude any harmful treatment of participants Before theyre implemented human studies must now undergo an extensive review by an institutional review board US or ethics committee UK in accordance with the ethical guidelines by the American Psychological Association These guidelines review whether the potential benefit for science outweighs the possible risk for physical and psychological harm
392,37_4,CAR_d085a9f97eba5ca508ca2a1f8d77a99c0165d715,3,0.5924290418624878,CAR_d085a9f97eba5ca508ca2a1f8d77a99c0165d715, In the summer of 1971 a Stanford psychology professor Philip Zimbardo conducted a study of the psychological effects of becoming a prisoner or prison guard which is known as the Stanford prison experiment The experiment which was funded by the Office of Naval Research surprised the professor by the authoritarian and brutal reaction of the guards and the passive acceptance of abuse by the prisoners The experiment was criticized as unethical and was a partial cause of the development of ethical guidelines for experiments involving human subjects
393,37_4,CAR_5143c46ba099f4629dadbc0c0347e644c2e0d226,4,0.5545349717140198,CAR_5143c46ba099f4629dadbc0c0347e644c2e0d226, The experiment presented several ethical issues the most serious of which was that the experiment continued even when participants did not wish to continue Despite the fact that participants were told they had the right to leave at any time Zimbardo did not allow this during the experiment Zimbardo was faced with the ethical dilemma that the experiment could possibly return outstanding results if continued but it might also adversely affect the participants wellbeing if not halted
394,37_4,CAR_c11db14b7bbc583fae22086dce70c164010c1ff9,5,0.5502244234085083,CAR_c11db14b7bbc583fae22086dce70c164010c1ff9, David J Hufford felt the study presented ethical problems because the authors of the study enlisted the cooperation of the TT operators by presenting the study as just a fourth grade science fair project Hufford felt that this was failure of full disclosure and deceit But Huffords analysis did not acknowledge that the first round of tests was in fact only a fourth grade science fair project done with no thought of future publication Publication was suggested by Dr Stephen Barrett months afterward when he learned that the study had taken place The second round of tests was done at the request of Scientific American Frontiers with the participants fully aware that they were being videotaped No subsequent experiment has been undertaken overturning her findings
395,37_4,CAR_bc4fb245028bbc07ea2d865aeb8ce352d2734856,6,0.5474811792373657,CAR_bc4fb245028bbc07ea2d865aeb8ce352d2734856, A postexperimental debriefing is now considered an important ethical consideration to ensure that participants are not harmed in any way by their experience in an experiment Though Zimbardo did conduct debriefing sessions they were several years after the Stanford Prison Experiment By that time numerous details were forgotten nonetheless many participants reported that they experienced no lasting negative effects However the debriefing process to assess what psychological harm if any may have been done and to rehabilitate participants if necessary
396,37_4,MARCO_4292670,7,0.5456063151359558,MARCO_4292670,Ethical Considerations In the past researchers performed all kinds of questionable experiments in the name of science For example in one famous experiment psychologist Stanley Milgram led his subjects to believe that they were giving painful electric shocks to other people Many people consider this experiment unethical because it caused the subjects emotional discomfort Today researchers must abide by basic ethical norms when conducting research
397,37_4,CAR_32aa29af290eb4bb562033e9aeb33ad19f8b735a,8,0.5441640019416809,CAR_32aa29af290eb4bb562033e9aeb33ad19f8b735a, The results of the study were freely available in the library of the University of Iowa but Johnson did not seek publication of the results The experiment became national news in the wake of a series of articles conducted by an investigative reporter at the San Jose Mercury News in 2001 and a book titled Ethics A Case Study from Fluency was written to provide an impartial scientific evaluation The panel of authors in the book consists mostly of speech pathologists who fail to reach any consensus on either the ethical ramifications or scientific consequences of the Monster Study Richard Schwartz concludes in Chapter 6 of the book that the Monster Study was unfortunate in Tudor and Johnsons lack of regard for the potential harm to the children who participated and in their selection of institutionalized children simply because they were easily available The deception and the apparent lack of debriefing were also not justifiable Other authors concur claiming the orphan experiment was not within the ethical boundaries of acceptable research Others however felt that the ethical standards in 1939 were different from those used today Some felt the study was poorly designed and executed by Tudor and as a result the data offered no proof of Johnsons subsequent hypothesis that stuttering begins not in the childs mouth but in the parents ear  ie that it is the wellmeaning parents effort to help the child avoid what the parent has labeled stuttering but is in fact within the range of normal speech that contributes to what ultimately becomes the problem diagnosed as stuttering
398,37_4,MARCO_3367207,9,0.5438579320907593,MARCO_3367207,Although the experiment was conducted very unethically many psychologists believe that the findings showed how much human behavior is situational and that people will conform to certain roles if the conditions are right
399,37_4,MARCO_6311065,10,0.5365889668464661,MARCO_6311065,The Stanford Prison Experiment was conducted by Professor Philip Zimbardo at Stanford University in 1971 and was designed to explore the psychological impact of the prison environment on prisoners and prison guardsut despite overwhelming evidence pointing to the immorality of the experiment it was not until Zimbardoas girlfriend of the time graduate student Christine Maslach expressed concerns about the conditions inside the prison that the experiment was aborted
400,37_5,CAR_613a610fd5bd975a8d60064f76008212f3a0f4f4,1,0.5756669640541077,CAR_613a610fd5bd975a8d60064f76008212f3a0f4f4, The Stanford prison experiment was in part a response to the Milgram experiment at Yale beginning in 1961 and published in 1963
401,37_5,MARCO_7288732,2,0.555221438407898,MARCO_7288732,The Stanford prison experiment was an attempt to investigate the psychological effects of perceived power focusing on the struggle between prisoners and prison officers It was conducted at Stanford University between August 14a20 1971 by a research group led by psychology professor Philip Zimbardo using 
402,37_5,CAR_9fec3b0eb6ae8a5d4ea84a3fed26b18db38a4807,3,0.5515739917755127,CAR_9fec3b0eb6ae8a5d4ea84a3fed26b18db38a4807, Stanford Prison Guard Experiment
403,37_5,CAR_a88e7013a3431869876ad2a0e5fec4d2539d1031,4,0.5475943684577942,CAR_a88e7013a3431869876ad2a0e5fec4d2539d1031, Former experiments
404,37_5,MARCO_7288729,5,0.5308928489685059,MARCO_7288729,In an October 2008 episode of the NBC television show Life Detectives Crews and Reese investigated a murder that took place at a prison experiment loosely modeled on the Stanford Prison Experiment The 2010 film The Experiment is an Englishlanguage remake of the 2001 film Das Experiment
405,37_5,CAR_1320994db951f1357f45eb5107a9203f27e87505,6,0.5287402868270874,CAR_1320994db951f1357f45eb5107a9203f27e87505, Examples of such experiments include
406,37_5,MARCO_4247674,7,0.5249470472335815,MARCO_4247674,The Stanford prison experiment SPE was a study of the psychological effects of becoming a prisoner or prison guard The experiment was conducted at Stanford University on August 14a20 1971 by a team of researchers led by psychology professor Philip Zimbardo The Experiment 2010 is a film released by Inferno Distribution which is an Englishlanguage remake of the 2001 film Das Experiment 2 Prison School first published February 7 2011 is a Japanese serialized manga that heavily references the Stanford Prison Experiment as the inspiration for Kates revenge plot
407,37_5,CAR_517606f23b42ed9f5f244803e3738f2f6b0d6be5,8,0.5204188823699951,CAR_517606f23b42ed9f5f244803e3738f2f6b0d6be5, The Stanford prison experiment was a study of the psychological effects of becoming a prisoner or prison guard The experiment was conducted at Stanford University on August 1420 1971 by a team of researchers led by psychology professor Philip Zimbardo using college students It was funded by the US Office of Naval Research and was of interest to both the US Navy and Marine Corps as an investigation into the causes of conflict between military guards and prisoners The experiment is a classic study on the psychology of imprisonment and is a topic covered in most introductory psychology textbooks
408,37_5,MARCO_6990447,9,0.5162836313247681,MARCO_6990447,Another very famous psychological experiment on humans was socalled Stanford Prison Experiment which was conducted in 1971 by the American psychologist Philip Zimbardo and was a study of a human response to restrictions of freedom in terms of prison life and an influence of a personas social role
409,37_5,MARCO_7288730,10,0.5129870772361755,MARCO_7288730,The Stanford prison experiment SPE was an attempt to investigate the psychological effects of perceived power focusing on the struggle between prisoners and prison officers It was conducted at Stanford University between August 14a20 1971 by a research group led by psychology professor Philip Zimbardo using college students 1
410,37_6,CAR_ae261b6b14939a3706e2bff6982da9e59f823722,1,0.7567642331123352,CAR_ae261b6b14939a3706e2bff6982da9e59f823722, Milgram experiment
411,37_6,CAR_0dd9afc1b161ae5a731656b89bf5b70e8c022dae,2,0.6202746033668518,CAR_0dd9afc1b161ae5a731656b89bf5b70e8c022dae, The Milgram experiment is the name of a 1961 experiment conducted by American psychologist Stanley Milgram In the experiment Milgram had an authority figure order research participants to commit a disturbing act of harming another person After the experiment he would reveal that he had deceived the participants and that they had not hurt anyone but the research participants were upset at the experience of having participated in the research The experiment raised broad discussion on the ethics of recruiting participants for research without giving them full information about the nature of the research
412,37_6,CAR_bfdb805faeb90aecf09455192326f476ab2d3653,3,0.6100964546203613,CAR_bfdb805faeb90aecf09455192326f476ab2d3653, The Milgram experiment was a study done in the early 1960s that helped measure a persons moral character Subjects from different socioeconomic groups were tested on their willingness to press a buzzer that caused a participant posing as a subject in another room to express great pain and distress for giving a wrong answer to a test question When the subjects raised questions about what they are being asked to do the experimenter applied mild pressure in the form of appealing to the need to complete the experiment The Milgram experiment caused a huge amount of criticism among individuals In postexperiment interviews with subjects Milgram noted that many were completely convinced of the wrongness of what they were doing Although the subjects may have had moral values many were criticized on whether they were a truly moral character
413,37_6,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0,4,0.6059697866439819,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0, This itself was related to the Milgram experiment at Yale University in 1961
414,37_6,CAR_df1fb8daf9970f90dbc29a0174e57d6a60103ad8,5,0.5673907399177551,CAR_df1fb8daf9970f90dbc29a0174e57d6a60103ad8, Scene 4The audience witnesses a recreation of the Milgram experiment
415,37_6,CAR_a09dfdca1edf0d93c2feec006f32ea8e2350f971,6,0.560004711151123,CAR_a09dfdca1edf0d93c2feec006f32ea8e2350f971, In the Milgram study a series of experiments begun in 1961 a teacher and a learner were placed in two different rooms The learner was attached to an electric harness that could administer shock The teacher was told by a supervisor dressed in a white scientists coat to ask the learner questions and punish him when he got a question wrong The teacher was instructed by the study supervisor to deliver an electric shock from a panel under the teachers control After delivery the teacher had to up the voltage to the next notch The voltage went up to 450 volts The catch to this experiment was that the teacher did not know that the learner was an actor faking the pain sounds he heard and was not actually being harmed The experiment was being done to see how obedient we are to authority When an authority tells ordinary people it is their job to deliver harm how much suffering will each subject be willing to inflict on an entirely innocent other person if the instructions come from above In this study the results show that most teachers were willing to give as much pain as was available to them The conclusion was that people are willing to bring pain upon others when they are directed to do so by some authority figure
416,37_6,MARCO_2646749,7,0.5593428611755371,MARCO_2646749,Milgram experiment The experimenter E orders the teacher T the subject of the experiment to give what the latter believes are painful electric shocks to a learner L who is actually an actor and confederate
417,37_6,CAR_b18668e74b0ad51881553e4213239cf23d64072d,8,0.5575571060180664,CAR_b18668e74b0ad51881553e4213239cf23d64072d, The Milgram experiment is a wellknown example of an experiment with a very high potential for inflicted insight Through their participation in the experiment many subjects realized that they were capable of committing acts of extreme violence on other human beings After having this realization many subjects experienced prolonged symptoms of anxietyHowever 84 percent of former participants surveyed later said they were glad or very glad to have participated
418,37_6,MARCO_8834764,9,0.5552881360054016,MARCO_8834764,Stanley Milgrams experiment investigated the effect of authority on peoples willingness to do unethical things stemming from the experiences of the Holocaust
419,37_6,CAR_48a2abcebf3453fb16b6b6c544a2c072d8f5b02e,10,0.5458796620368958,CAR_48a2abcebf3453fb16b6b6c544a2c072d8f5b02e, Milgram summarized the experiment in his 1974 article The Perils of Obedience writing
420,37_7,CAR_ae261b6b14939a3706e2bff6982da9e59f823722,1,0.6367583870887756,CAR_ae261b6b14939a3706e2bff6982da9e59f823722, Milgram experiment
421,37_7,CAR_bfdb805faeb90aecf09455192326f476ab2d3653,2,0.5862923860549927,CAR_bfdb805faeb90aecf09455192326f476ab2d3653, The Milgram experiment was a study done in the early 1960s that helped measure a persons moral character Subjects from different socioeconomic groups were tested on their willingness to press a buzzer that caused a participant posing as a subject in another room to express great pain and distress for giving a wrong answer to a test question When the subjects raised questions about what they are being asked to do the experimenter applied mild pressure in the form of appealing to the need to complete the experiment The Milgram experiment caused a huge amount of criticism among individuals In postexperiment interviews with subjects Milgram noted that many were completely convinced of the wrongness of what they were doing Although the subjects may have had moral values many were criticized on whether they were a truly moral character
422,37_7,CAR_47ef6e657dfe76f8f0aafb60af67c5c5e88d48f2,3,0.582588791847229,CAR_47ef6e657dfe76f8f0aafb60af67c5c5e88d48f2, The Milgram experiment ran by Stanley Milgram provided some of the most stunning insights into how influential authority can be over others
423,37_7,CAR_b18668e74b0ad51881553e4213239cf23d64072d,4,0.5649543404579163,CAR_b18668e74b0ad51881553e4213239cf23d64072d, The Milgram experiment is a wellknown example of an experiment with a very high potential for inflicted insight Through their participation in the experiment many subjects realized that they were capable of committing acts of extreme violence on other human beings After having this realization many subjects experienced prolonged symptoms of anxietyHowever 84 percent of former participants surveyed later said they were glad or very glad to have participated
424,37_7,CAR_0f97494cfe3ecd3e30904050f051c12daea2dac2,5,0.5631849765777588,CAR_0f97494cfe3ecd3e30904050f051c12daea2dac2, Milgrams experiments on obedience to authority are considered among the most important psychological studies of this century Perhaps because of the enduring significance of the findingsthe surprising ease with which ordinary persons can be commanded to act destructively against an innocent individual by a legitimate authorityit continues to claim the attention of psychologists and other social scientists as well as the general public
425,37_7,CAR_7ea77321b12433f10fa2f742ccedaf5f8afa4c3d,6,0.5618264079093933,CAR_7ea77321b12433f10fa2f742ccedaf5f8afa4c3d, Milgrams experiment developed out of a desire to learn more about the probability that two randomly selected people would know each other This is one way of looking at the small world problem An alternative view of the problem is to imagine the population as a social network and attempt to find the average path length between any two nodes Milgrams experiment was designed to measure these path lengths by developing a procedure to count the number of ties between any two people
426,37_7,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0,7,0.5580421090126038,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0, This itself was related to the Milgram experiment at Yale University in 1961
427,37_7,MARCO_8834769,8,0.5451679229736328,MARCO_8834769,Milgram set out to discover the answers to these questions This set the stage for one of the most famous experiments in psychology In the experiment he assigned participants two main roles one administering electrical shocks the teacher and another was given a simple memory test the learner
428,37_7,CAR_f81aa2c9fc6acd1c0b3d82665094a6348d07a607,9,0.5433000922203064,CAR_f81aa2c9fc6acd1c0b3d82665094a6348d07a607, One of the most notable experiments in social psychology was the Milgram experiment which studied how far people would go to obey an authority figure Following the events of The Holocaust in World War II the experiment showed that most normal American citizens were capable of following orders from an authority even when they believed they were causing an innocent person to suffer
429,37_7,MARCO_8834765,10,0.5430286526679993,MARCO_8834765,Milgrams experiment was unethical for a number of reasons Firstly it used deception with the participants not being aware of the true nature of the study Secondly it a didnt give a clear right to withdraw if participants were hesitant they were verbally prodded into continuing
430,37_8,CAR_613a610fd5bd975a8d60064f76008212f3a0f4f4,1,0.6793326139450073,CAR_613a610fd5bd975a8d60064f76008212f3a0f4f4, The Stanford prison experiment was in part a response to the Milgram experiment at Yale beginning in 1961 and published in 1963
431,37_8,CAR_ae261b6b14939a3706e2bff6982da9e59f823722,2,0.6169130802154541,CAR_ae261b6b14939a3706e2bff6982da9e59f823722, Milgram experiment
432,37_8,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0,3,0.5885897874832153,CAR_2ce04b47934faa0fe899c39a84d8f6cf68b26bd0, This itself was related to the Milgram experiment at Yale University in 1961
433,37_8,MARCO_6311067,4,0.5432432889938354,MARCO_6311067,The Stanford prison experiment was in part a response to the Milgram experiment at Yale beginning in 1961 and published in 1963 The Third Wave was a 1967 recreation of Nazi Party dynamics by high school teacher Ron Jones in Palo Alto Californiasychologists Alex Haslam and Steve Reicher conducted the BBC Prison Study in 2002 and was published in 2006 This was a partial replication of the Stanford prison experiment conducted with the assistance of the BBC which broadcast events in the study in a documentary series called The Experiment
434,37_8,CAR_8f0e3361df5360313d078d7693a88d4c9555bb3b,5,0.5412176251411438,CAR_8f0e3361df5360313d078d7693a88d4c9555bb3b, The other classical study on obedience was conducted at Stanford University during the 1970s Phillip Zimbardo was the main psychologist responsible for the experiment In the Stanford Prison Experiment college age students were put into a pseudo prison environment in order to study the impacts of social forces on participants behavior Unlike the Milgram study in which each participant underwent the same experimental conditions here using random assignment half the participants were prison guards and the other half were prisoners The experimental setting was made to physically resemble a prison while simultaneously inducing a psychological state of imprisonment
435,37_8,CAR_7a548d6fef0c379f8ca13933a6d85458f5610c86,6,0.5335261821746826,CAR_7a548d6fef0c379f8ca13933a6d85458f5610c86, At the end of the experiment after all the prisoners had been released and the guards let go everyone was brought back into the same room for evaluation and to be able to get their feelings out in the open towards one another Ethical concerns surrounding the famous study often draw comparisons to the Milgram experiment which was conducted in 1961 at Yale University by Stanley Milgram Zimbardos former high school friend
436,37_8,MARCO_4424094,7,0.5301074981689453,MARCO_4424094,From Wikipedia the free encyclopedia Stanley Milgram August 15 1933 a December 20 1984 was an American social psychologist best known for his controversial experiment on obedience conducted in the 1960s during his professorship at Yale
437,37_8,CAR_9fb2a1e33c6ccdf9fd5da36e198e338098336244,8,0.5238253474235535,CAR_9fb2a1e33c6ccdf9fd5da36e198e338098336244, Both the Milgram and Stanford experiments were conducted in experimental circumstances In 1966 psychiatrist Charles K Hofling published the results of a field experiment on obedience in the nursephysician relationship in its natural hospital setting Nurses unaware they were taking part in an experiment were ordered by unknown doctors to administer dangerous doses of a fictional drug to their patients Although several hospital rules disallowed administering the drug under the circumstances 21 out of the 22 nurses would have given the patient an overdose of medicine
438,37_8,MARCO_4424092,9,0.5184362530708313,MARCO_4424092,In the early 1960s Stanley Milgram a social psychologist at Yale conducted a series of experiments that became famous Unsuspecting Americans were recruited for what purportedly was an experiment in learning
439,37_8,MARCO_16325,10,0.5157949924468994,MARCO_16325,Social psychologists use experimental methods both within and outside the laboratory in an attempt to understand human social interaction Two widely cited experiments in social psychology experiment are the Stanford prison experiment conducted by Philip Zimbardo in 1971 and the Milgram obedience experiment by Stanley Milgram
440,40_1,CAR_2d1a68cce209813259d26d7b961661cc4a907cb6,1,0.6931624412536621,CAR_2d1a68cce209813259d26d7b961661cc4a907cb6, Much of modern popular music can trace its roots to the emergence in the late 19th century of African American blues and the growth of gospel music in the 1920s The African American basis for popular music used elements derived from European and indigenous musics There are also strong African roots in the music tradition of the original white settlers such as country and bluegrass The United States has also seen documented folk music and recorded popular music produced in the ethnic styles of the Ukrainian Irish Scottish Polish Hispanic and Jewish communities among others
441,40_1,MARCO_7767588,2,0.6856083273887634,MARCO_7767588,History of pop music Pop music is a genre of popular music which originated in its modern form in the 1950s deriving from rock and roll The terms popular music and pop music are often used interchangeably even though the former is a description of music which is popular while the latter is a specific genre containing qualities of mass appeal
442,40_1,MARCO_3547460,3,0.6738663911819458,MARCO_3547460,For other uses see Pop Song Pop music is a genre of popular music that originated in its modern form in the United States and United Kingdom during the mid1950s The terms popular music and pop music are often used interchangeably although the former describes all music that is popular and includes many styles
443,40_1,MARCO_4800885,4,0.6717230677604675,MARCO_4800885,History of pop music Pop music is a genre of popular music which originated in its modern form in the 1950s deriving from rock and roll
444,40_1,CAR_8d9987adcff10383ffc08233565a294a2057a2c8,5,0.664645791053772,CAR_8d9987adcff10383ffc08233565a294a2057a2c8, Pop music is a genre of popular music that originated in its modern form in the Western world during the 1950s and 1960s as a softer alternative to rock and roll The terms popular music and pop music are often used interchangeably although the former describes all music that is popular and includes many styles Pop and rock were synonymous terms until the late 1960s when they were increasingly used in opposition from each other
445,40_1,CAR_9c00354360c7e531f1a32041e47e0160f2343530,6,0.6518692970275879,CAR_9c00354360c7e531f1a32041e47e0160f2343530, Popular music is music with wide appeal that is typically distributed to large audiences through the music industry These forms and styles can be enjoyed and performed by people with little or no musical training It stands in contrast to both art music and traditional or folk music Art music was historically disseminated through the performances of written music although since the beginning of the recording industry it is also disseminated through recordings Traditional music forms such as early blues songs or hymns were passed along orally or to smaller local audiences
446,40_1,CAR_04a7a41e01849dd6b233125c657750bbaf177050,7,0.6313974261283875,CAR_04a7a41e01849dd6b233125c657750bbaf177050, The popular music originated at the beginning at the 20th century when the first recordings were made Traditional songs were collected and were adapted so they would have more appeal to the general public Original compositions with motifs inspired by the traditional music both peasant and lautareasca music also started to appear Some of the most important singers of popular music from this period are Maria Tanase and Maria Lataretu
447,40_1,CAR_a294eef1f44600d8c77e632531e8ac2deca5f529,8,0.6310091614723206,CAR_a294eef1f44600d8c77e632531e8ac2deca5f529, Many forms of popular music have been derived from AfricanAmericans and their innovations of jazz and blues serve as the basis from which much of modern popular music derives Folklore and music during 19th and 20th centuries initially by themselves but later played and further developed together with White and Black Americans British people and Westerners in general These include jazz blues and rock music that in a wider sense include the rock and roll and heavy metal genres rhythm and blues funk HipHop techno as well as the ska and reggae genres from Jamaica Several other related or derived styles were developed and introduced by Western pop culture such as pop metal and dance music
448,40_1,MARCO_5086720,9,0.6276131272315979,MARCO_5086720,Pop Music is basically a genre of music that has rhythmic elements melodies and hooks This term was first used in the year 1926 It is considered as a lighter alternative to rock and roll The origin of pop music can be traced back to 1679 with the composition of the first opera by Alessandro Scarlatti Or it could even be traced to earlier times when Francesco Provenzale termed the musical language as light catchy and lively
449,40_1,MARCO_2763819,10,0.6258640289306641,MARCO_2763819,Popular music is music with wide appeal that is typically distributed to large audiences through the music industry These forms and styles can be enjoyed and performed by people with little or no musical training It stands in contrast to both art music and traditional or folk music
450,40_2,CAR_e777bb188225d6b3afcadaba01c1430171df31e9,1,0.6704300045967102,CAR_e777bb188225d6b3afcadaba01c1430171df31e9, According to Frith characteristics of pop music include an aim of appealing to a general audience rather than to a particular subculture or ideology and an emphasis on craftsmanship rather than formal artistic qualities Music scholar Timothy Warner said it typically has an emphasis on recording production and technology rather than live performance a tendency to reflect existing trends rather than progressive developments and aims to encourage dancing or uses danceoriented rhythms
451,40_2,MARCO_2763819,2,0.670272707939148,MARCO_2763819,Popular music is music with wide appeal that is typically distributed to large audiences through the music industry These forms and styles can be enjoyed and performed by people with little or no musical training It stands in contrast to both art music and traditional or folk music
452,40_2,MARCO_3372623,3,0.652651846408844,MARCO_3372623,Main Page Background Music Resource  Pop Music Elements of Pop Music are evident in almost every musical genre today The characteristics of Pop Music are usually catchy short simple and melodic Pop comes from the term Popular
453,40_2,MARCO_3372616,4,0.6509970426559448,MARCO_3372616,Main Page Background Music Resource  Pop Music Pop Music  Termed from POPular Elements of Pop Music are evident in almost every musical genre today The characteristics of Pop Music are usually catchy short simple and melodic Pop comes from the term Popular
454,40_2,MARCO_837712,5,0.6478583216667175,MARCO_837712,Popular song redirects here For other uses see Popular Song disambiguation Popular music is music with wide appeal that is typically distributed to large audiences through the music industry These forms and styles can be enjoyed and performed by people with little or no musical training It stands in contrast to both art music and traditional or folk music
455,40_2,CAR_9c00354360c7e531f1a32041e47e0160f2343530,6,0.6474322080612183,CAR_9c00354360c7e531f1a32041e47e0160f2343530, Popular music is music with wide appeal that is typically distributed to large audiences through the music industry These forms and styles can be enjoyed and performed by people with little or no musical training It stands in contrast to both art music and traditional or folk music Art music was historically disseminated through the performances of written music although since the beginning of the recording industry it is also disseminated through recordings Traditional music forms such as early blues songs or hymns were passed along orally or to smaller local audiences
456,40_2,CAR_4659380125ea8e8bced9f00d8d1abfcfe0224ba2,7,0.6333755850791931,CAR_4659380125ea8e8bced9f00d8d1abfcfe0224ba2, Popular music sometimes abbreviated pop music although the term pop is used in some contexts as a more specific musical genre is music belonging to any of a number of musical styles that are broadly popular or intended for mass consumption and wide commercial distributionin other words music that forms part of popular culture
457,40_2,CAR_178a03881774506e3f0309f2f7a0fe50e747b8ce,8,0.6298233270645142,CAR_178a03881774506e3f0309f2f7a0fe50e747b8ce, The term popular music refers to any musical style accessible to the general public and disseminated by the mass media Musicologist and popular music specialist Philip Tagg defined the notion in the light of sociocultural and economical aspects
458,40_2,MARCO_4800889,9,0.620361864566803,MARCO_4800889,The terms popular music and pop music are often used interchangeably even though the former is a description of music which is popular while the latter is a specific genre containing qualities of mass appeal
459,40_2,CAR_1eb0b7559a72f59ec95029938a30c59e3c4c2ea9,10,0.6192874908447266,CAR_1eb0b7559a72f59ec95029938a30c59e3c4c2ea9, The popular music resembles the highly active melodic motion of the choruses featuring wide intervallic leaps and melodic range usually an octave to octave and a half Structurally the songs are created from the complex repetition division and combinations of most often no more than four or five phrases with short songs often immediately following each other for continuity as needed in work songs Their lyrics are mostly vocables with certain vocables specific to genres but may contain short humorous or satirical texts ibid
460,40_3,CAR_4d3e0648a33dbdd57e24321beff221c14e012274,1,0.6455481648445129,CAR_4d3e0648a33dbdd57e24321beff221c14e012274, The centre of the music publishing industry in the US during the late 19th century was in New Yorks Tin Pan Alley district The Tin Pan Alley music publishers developed a new method for promoting sheet music incessant promotion of new songs One of the technological innovations that helped to spread popular music around the turn of the century was player pianos A player piano could be used to record a skilled pianists rendition of a piano piece This recorded performance could be played back on another player piano This allowed a larger number of music lovers to hear the new popular piano tunes By the early 1900s the big trends in popular music were the increasing popularity of vaudeville theaters and dance halls and a new inventionthe gramophone player The record industry grew very rapidly By 1920 there were almost 80 record companies in Britain and almost 200 in the USA The availability of records enabled a larger percentage of the population to hear the top singers and bands
461,40_3,CAR_5b195dd9cc2b5e7392b0959bef5907b893e58ad9,2,0.6339201331138611,CAR_5b195dd9cc2b5e7392b0959bef5907b893e58ad9, In the 1940s improved microphone design allowed a more intimate singing style and ten or twenty years later inexpensive and more durable 45 rpm records for singles revolutionized the manner in which pop has been disseminated and helped to move pop music to a recordradiofilm star system Another technological change was the widespread availability of television in the 1950s with televised performances pop stars had to have a visual presence In the 1960s the introduction of inexpensive portable transistor radios meant that teenagers could listen to music outside of the home Multitrack recording from the 1960s and digital sampling from the 1980s have also been utilized as methods for the creation and elaboration of pop music By the early 1980s the promotion of pop music had been greatly affected by the rise of music television channels like MTV which favoured those artists such as Michael Jackson and Madonna who had a strong visual appeal
